"","A. koa","C. trigynum","Grass","M. polymorpha","M. lessertiana","R. hawaiensis","Soil"
"ASV1228",0,0,1,0,0,0,1
"ASV1229",0,1,0,0,0,0,0
"ASV123",0,0,0,0,1,0,0
"ASV1230",0,0,0,1,0,0,0
"ASV1234",1,1,1,0,0,0,1
"ASV1237",0,0,0,0,0,0,1
"ASV1239",0,1,0,0,0,0,0
"ASV1241",0,0,0,1,0,0,0
"ASV1243",0,0,0,0,1,0,0
"ASV1244",0,0,1,0,0,0,0
"ASV1245",0,0,1,0,0,0,0
"ASV1246",0,0,0,0,0,0,1
"ASV1247",0,0,0,0,0,0,1
"ASV1248",0,0,0,0,0,0,1
"ASV1249",1,0,1,0,0,1,1
"ASV125",0,0,0,0,0,0,1
"ASV1250",0,0,0,0,0,1,1
"ASV1251",0,0,0,0,0,0,1
"ASV1253",0,0,0,0,1,0,0
"ASV1254",0,0,0,0,0,1,1
"ASV1260",0,0,0,0,0,1,0
"ASV1262",0,0,0,0,0,0,1
"ASV1263",0,0,0,0,0,1,1
"ASV1266",0,0,0,0,0,1,1
"ASV1268",0,0,0,1,0,0,0
"ASV1269",0,0,0,0,0,0,1
"ASV1270",0,0,0,0,0,0,1
"ASV1271",0,0,0,0,1,0,0
"ASV1272",0,0,0,0,1,0,0
"ASV1273",0,0,0,1,0,0,0
"ASV1274",0,1,0,0,0,0,0
"ASV1275",0,0,0,0,0,1,0
"ASV1276",0,0,0,0,1,0,0
"ASV1278",0,1,0,0,0,0,0
"ASV128",1,1,1,1,0,1,1
"ASV1280",0,1,0,0,0,0,0
"ASV1287",0,0,0,0,0,0,1
"ASV1289",0,0,1,0,0,0,1
"ASV1292",0,0,0,0,0,0,1
"ASV1293",1,1,1,1,1,1,1
"ASV1294",0,0,0,0,0,0,1
"ASV1298",0,1,0,0,0,0,0
"ASV13",0,0,0,0,0,1,0
"ASV1300",0,0,0,0,1,0,0
"ASV1302",0,0,0,0,0,0,1
"ASV1303",0,0,0,1,0,0,0
"ASV1306",1,0,0,0,0,0,0
"ASV1309",0,0,0,0,0,1,0
"ASV131",0,0,1,0,0,0,1
"ASV1311",1,0,0,0,0,0,0
"ASV1312",0,0,0,0,1,0,0
"ASV1315",0,0,0,0,0,0,1
"ASV1316",0,1,0,0,0,0,0
"ASV132",0,0,1,0,0,0,1
"ASV1320",1,1,1,1,1,1,1
"ASV1321",0,0,0,0,0,0,1
"ASV1323",0,0,0,0,1,0,0
"ASV1324",0,0,0,0,0,1,0
"ASV1325",0,0,0,0,1,0,0
"ASV1326",0,0,0,0,1,0,0
"ASV133",0,1,0,0,0,0,0
"ASV1337",0,0,0,0,1,0,0
"ASV134",0,0,0,1,0,0,0
"ASV1340",0,1,0,0,0,0,0
"ASV1341",0,0,0,0,1,0,0
"ASV1342",0,0,0,0,1,1,0
"ASV1345",0,0,0,0,1,0,0
"ASV1346",0,0,0,0,0,1,0
"ASV1347",0,0,0,0,1,0,0
"ASV1348",0,0,0,0,0,1,0
"ASV1350",0,0,0,0,1,0,0
"ASV1352",1,1,1,1,1,1,1
"ASV1353",0,0,0,1,1,1,0
"ASV1354",1,0,1,1,1,1,0
"ASV1356",0,0,0,0,1,0,0
"ASV1357",0,0,0,0,1,0,0
"ASV1358",0,0,0,0,0,1,0
"ASV1359",0,0,0,1,0,0,0
"ASV136",0,1,0,0,0,0,0
"ASV1360",1,1,1,1,1,1,1
"ASV1363",0,0,0,0,1,0,0
"ASV1367",1,1,1,1,0,1,1
"ASV1368",1,1,1,1,1,1,1
"ASV1370",0,0,0,0,1,0,0
"ASV1371",0,1,0,0,0,0,0
"ASV1372",0,0,0,0,0,1,0
"ASV1373",1,1,1,1,0,1,1
"ASV1375",1,1,1,1,0,1,1
"ASV1376",1,1,1,1,0,1,1
"ASV1377",0,0,1,0,0,0,0
"ASV138",0,0,0,0,0,0,1
"ASV1381",0,0,0,0,0,0,1
"ASV1382",0,0,0,0,0,1,0
"ASV1383",1,1,1,1,0,1,1
"ASV1384",1,1,1,1,0,1,1
"ASV1385",0,0,0,0,0,1,0
"ASV1386",1,1,1,1,0,1,1
"ASV1387",0,0,0,0,1,0,0
"ASV1388",0,0,0,0,1,0,0
"ASV1389",0,0,1,0,0,0,0
"ASV139",1,0,0,0,0,0,1
"ASV1390",0,0,0,1,0,0,0
"ASV1393",1,0,1,1,0,1,0
"ASV1394",1,0,1,0,0,0,0
"ASV1395",1,1,1,1,0,0,0
"ASV1396",0,0,1,0,0,0,0
"ASV1398",1,1,1,1,0,1,0
"ASV1399",0,0,0,0,1,0,0
"ASV14",0,0,0,0,0,1,0
"ASV1400",1,0,1,1,0,0,0
"ASV1403",1,0,0,0,0,0,0
"ASV1404",1,1,1,1,1,1,1
"ASV1408",0,0,1,0,0,0,0
"ASV1410",0,0,0,1,0,0,0
"ASV1411",1,1,1,1,0,1,0
"ASV1412",0,0,0,0,1,0,0
"ASV1413",0,0,0,0,1,0,0
"ASV1414",0,0,0,0,1,0,0
"ASV1419",0,0,0,0,1,0,0
"ASV1421",0,1,0,0,0,0,0
"ASV1422",0,0,0,0,0,0,1
"ASV1423",1,1,1,1,1,1,1
"ASV1424",1,1,1,1,0,0,0
"ASV1425",1,1,1,0,0,0,0
"ASV1426",0,0,0,0,1,0,0
"ASV1427",0,0,0,1,0,0,0
"ASV1428",1,1,1,1,1,1,1
"ASV1429",0,0,0,0,1,0,0
"ASV1431",1,1,1,1,1,1,1
"ASV1436",0,1,0,0,0,0,0
"ASV1438",1,1,1,1,1,1,1
"ASV1439",0,0,1,0,1,1,1
"ASV1440",0,0,0,0,0,0,1
"ASV1444",0,0,0,0,0,1,0
"ASV1446",0,0,0,0,1,0,0
"ASV1448",0,1,1,1,1,1,1
"ASV1449",0,0,0,0,1,0,0
"ASV1453",0,0,1,0,1,1,1
"ASV1455",0,0,0,0,1,0,0
"ASV1457",0,0,0,0,0,1,0
"ASV1458",1,1,1,1,1,1,1
"ASV1459",1,0,0,0,0,0,0
"ASV1467",0,0,1,0,0,0,0
"ASV1477",0,0,0,0,1,0,0
"ASV1479",0,0,1,0,0,0,0
"ASV1481",1,0,0,0,0,0,0
"ASV1487",1,0,0,0,0,0,0
"ASV1490",0,1,0,0,0,0,0
"ASV1492",0,0,0,0,1,0,0
"ASV1493",0,0,0,0,1,0,0
"ASV1494",1,0,0,0,0,0,0
"ASV1495",0,0,0,0,0,0,1
"ASV1496",1,0,0,0,0,0,0
"ASV150",0,0,0,0,0,0,1
"ASV1501",0,0,0,0,0,0,1
"ASV1505",0,1,0,0,0,0,0
"ASV1506",0,1,0,0,0,0,0
"ASV1507",0,0,0,0,0,0,1
"ASV1508",0,0,0,0,0,0,1
"ASV1509",0,0,0,0,1,0,0
"ASV151",0,0,0,1,0,0,0
"ASV1512",0,0,0,0,0,0,1
"ASV152",0,0,0,0,0,0,1
"ASV1524",0,1,0,0,0,0,0
"ASV1525",0,0,1,0,0,0,0
"ASV1527",0,0,0,1,0,0,0
"ASV1536",0,0,0,1,0,0,0
"ASV1541",0,0,0,0,0,0,1
"ASV1545",0,0,0,0,1,0,0
"ASV1546",0,0,1,0,0,0,0
"ASV1547",0,0,0,0,1,0,0
"ASV1553",1,0,0,0,0,0,0
"ASV1556",1,0,0,0,0,0,0
"ASV1558",0,0,0,0,1,0,0
"ASV1559",0,0,0,0,0,0,1
"ASV1561",1,1,1,1,1,1,1
"ASV1562",1,1,1,1,1,1,1
"ASV1563",1,0,0,0,0,0,0
"ASV1564",1,1,1,1,1,1,1
"ASV1565",0,0,0,0,0,1,0
"ASV157",0,0,0,0,1,0,0
"ASV1571",0,0,1,0,1,1,1
"ASV1572",1,1,1,1,1,1,1
"ASV1573",0,1,0,0,0,0,0
"ASV1574",0,0,0,0,1,0,0
"ASV158",0,0,1,0,0,0,1
"ASV1581",0,0,1,0,0,1,1
"ASV1583",0,0,1,1,1,0,1
"ASV1584",1,0,0,0,0,0,0
"ASV1587",0,1,1,1,0,1,1
"ASV1589",1,0,1,0,1,1,1
"ASV159",1,0,0,0,0,0,0
"ASV1593",0,0,0,0,0,1,0
"ASV1594",0,0,1,0,0,0,0
"ASV1596",0,0,0,0,0,0,1
"ASV1597",0,0,0,0,0,0,1
"ASV1599",0,0,0,0,1,0,0
"ASV160",0,0,0,0,0,0,1
"ASV1601",0,0,0,0,0,0,1
"ASV1602",0,0,0,0,0,1,0
"ASV1607",0,0,0,0,1,0,0
"ASV161",0,0,0,0,0,0,1
"ASV1610",0,1,1,0,0,1,1
"ASV1615",0,0,0,0,0,0,1
"ASV162",0,0,0,0,0,0,1
"ASV1620",0,0,0,0,0,0,1
"ASV1621",0,0,0,0,1,0,0
"ASV1625",0,0,0,0,0,0,1
"ASV1627",0,0,0,0,0,0,1
"ASV1630",0,0,0,0,1,0,0
"ASV1631",0,0,1,0,0,0,0
"ASV1633",0,0,0,0,0,0,1
"ASV1636",0,0,0,0,0,0,1
"ASV1638",1,0,0,0,0,0,0
"ASV1639",0,0,0,0,0,0,1
"ASV1641",0,0,1,0,0,0,1
"ASV1642",0,0,0,0,0,0,1
"ASV1643",0,0,1,0,0,0,0
"ASV1644",1,1,1,0,0,1,1
"ASV1645",0,0,0,0,0,0,1
"ASV1646",0,1,0,0,0,0,1
"ASV1647",0,0,0,0,0,0,1
"ASV1648",0,0,0,0,0,0,1
"ASV165",0,0,0,0,0,1,0
"ASV1653",0,0,0,0,0,0,1
"ASV1655",0,0,0,0,0,0,1
"ASV1658",0,0,0,0,0,0,1
"ASV1661",0,0,1,0,0,0,1
"ASV1664",0,0,0,0,0,0,1
"ASV1668",0,0,0,0,0,0,1
"ASV1669",0,0,0,0,0,0,1
"ASV1670",0,0,1,0,0,0,0
"ASV1672",0,0,0,1,1,0,1
"ASV1673",0,0,0,0,0,0,1
"ASV1674",0,0,0,0,1,0,0
"ASV1675",0,0,0,0,1,0,0
"ASV1676",0,0,0,0,0,0,1
"ASV1679",0,0,0,1,0,0,0
"ASV1680",0,0,0,0,1,0,0
"ASV1681",1,1,1,1,1,1,1
"ASV1684",1,0,0,0,0,0,1
"ASV1685",0,0,0,0,0,0,1
"ASV1686",0,0,0,0,0,1,0
"ASV1687",0,0,0,0,0,0,1
"ASV1688",0,1,0,0,0,0,1
"ASV1689",1,1,0,1,1,1,1
"ASV169",0,0,1,1,0,0,1
"ASV1691",0,0,0,0,0,0,1
"ASV1692",0,0,0,0,0,0,1
"ASV1693",0,0,0,0,0,1,0
"ASV1694",1,1,0,0,0,0,1
"ASV1695",0,0,0,0,0,0,1
"ASV1698",0,0,1,0,0,0,0
"ASV1699",0,0,0,0,0,0,1
"ASV170",0,0,1,0,0,0,1
"ASV1700",0,0,1,0,0,0,1
"ASV1702",0,0,1,0,0,0,1
"ASV1703",0,0,1,0,0,0,1
"ASV1704",0,0,0,0,1,0,0
"ASV1705",0,0,1,0,0,0,0
"ASV1706",0,0,1,0,0,0,0
"ASV1707",0,0,0,0,0,0,1
"ASV1708",0,0,0,0,0,0,1
"ASV1710",0,0,1,0,1,0,1
"ASV1712",0,0,1,1,0,0,1
"ASV1713",1,0,1,1,0,1,1
"ASV1714",0,0,0,0,0,0,1
"ASV1715",0,0,0,1,0,1,1
"ASV1716",0,0,0,0,0,0,1
"ASV1717",0,0,1,0,0,0,0
"ASV1718",0,0,0,1,0,0,0
"ASV1719",1,1,0,1,1,0,1
"ASV1720",0,0,0,1,1,0,0
"ASV1721",0,1,0,0,1,0,1
"ASV1722",0,0,0,0,0,0,1
"ASV1723",0,0,0,0,0,0,1
"ASV1725",0,0,0,0,0,0,1
"ASV1728",1,0,0,1,0,0,1
"ASV1729",0,0,1,0,0,0,1
"ASV173",0,0,0,0,0,0,1
"ASV1730",0,0,0,0,0,0,1
"ASV1732",0,0,0,0,1,0,0
"ASV1735",0,0,0,1,1,1,1
"ASV1736",1,1,1,1,1,1,1
"ASV1740",0,0,0,0,0,1,1
"ASV1741",0,0,0,1,0,1,1
"ASV1742",0,0,0,0,0,1,1
"ASV1745",0,0,0,0,0,1,1
"ASV1746",0,0,0,0,0,0,1
"ASV1747",0,0,0,0,0,1,0
"ASV175",0,0,0,0,0,0,1
"ASV1750",0,0,0,0,0,1,0
"ASV1751",0,0,0,0,1,0,0
"ASV1752",0,0,0,0,1,0,0
"ASV1753",0,0,0,0,0,1,0
"ASV1760",0,0,0,0,0,1,1
"ASV1761",0,0,0,0,0,0,1
"ASV1762",0,1,0,0,0,0,0
"ASV1763",0,0,0,0,0,0,1
"ASV1764",0,0,0,0,1,0,1
"ASV1766",0,1,1,0,0,1,1
"ASV1767",1,0,1,1,0,1,1
"ASV1768",1,0,1,0,0,0,1
"ASV1769",0,0,1,0,0,1,1
"ASV177",0,0,0,0,0,1,0
"ASV1770",1,0,1,0,0,1,1
"ASV1771",0,0,0,0,0,0,1
"ASV1773",1,0,1,0,0,1,1
"ASV1774",0,0,0,0,0,0,1
"ASV1775",0,0,1,0,0,0,1
"ASV1776",0,0,0,0,0,0,1
"ASV1777",0,0,1,0,0,0,1
"ASV1778",0,0,0,0,0,1,1
"ASV1779",0,0,0,0,0,0,1
"ASV1780",0,0,0,0,0,1,0
"ASV1781",0,0,0,0,0,1,1
"ASV1782",0,0,1,0,0,0,1
"ASV1783",0,0,0,0,0,0,1
"ASV1785",0,0,1,0,0,0,0
"ASV1786",1,0,0,0,0,0,0
"ASV1788",0,0,0,0,0,1,0
"ASV179",1,1,1,1,1,1,1
"ASV1790",0,0,0,0,0,0,1
"ASV1791",0,0,0,0,0,0,1
"ASV1792",0,0,0,1,0,0,0
"ASV1793",0,1,0,0,0,0,0
"ASV1797",0,0,0,0,0,0,1
"ASV1798",0,0,1,0,0,0,1
"ASV1799",0,0,1,0,0,0,0
"ASV18",0,0,1,0,0,0,0
"ASV1800",0,0,0,0,0,0,1
"ASV1802",1,0,0,0,0,0,0
"ASV1804",1,0,0,0,1,1,0
"ASV1805",1,1,1,1,1,1,1
"ASV1807",1,1,1,0,1,0,1
"ASV1808",0,0,0,0,1,0,0
"ASV1810",1,1,1,1,1,1,1
"ASV1811",1,1,1,0,1,1,0
"ASV1812",1,1,1,1,1,1,1
"ASV1813",0,0,0,0,0,0,1
"ASV1815",0,0,0,0,0,0,1
"ASV1816",0,0,0,0,1,0,0
"ASV1817",1,1,1,1,1,1,1
"ASV1818",0,0,0,0,1,0,0
"ASV182",1,0,0,1,0,0,1
"ASV1820",0,0,0,0,1,0,0
"ASV1822",0,0,0,0,1,0,0
"ASV1823",0,1,0,0,0,0,0
"ASV1824",0,0,0,1,0,0,0
"ASV1827",0,0,0,0,0,1,0
"ASV1831",0,0,0,0,1,0,0
"ASV1832",0,0,0,0,1,0,0
"ASV1833",0,0,0,0,1,0,0
"ASV1836",0,0,1,0,0,0,0
"ASV1837",0,0,0,0,1,0,0
"ASV1839",0,1,0,0,0,0,0
"ASV184",0,0,0,0,1,0,0
"ASV1840",0,0,0,0,1,0,0
"ASV1841",0,0,0,0,0,1,0
"ASV1842",0,0,0,0,1,0,0
"ASV1843",0,0,0,0,1,0,0
"ASV1845",0,0,0,0,1,0,0
"ASV1847",0,0,0,0,1,0,0
"ASV1848",0,0,0,0,1,0,0
"ASV1849",0,0,0,0,0,1,0
"ASV1853",1,0,0,0,0,0,0
"ASV1854",1,0,0,0,0,0,0
"ASV1855",0,1,0,0,0,0,0
"ASV186",1,1,1,1,1,1,1
"ASV1862",0,1,0,0,0,0,0
"ASV1864",0,0,0,0,0,1,0
"ASV1865",0,0,0,0,0,1,0
"ASV1867",1,0,0,0,0,0,0
"ASV187",0,0,1,0,0,0,0
"ASV1870",0,0,0,0,0,0,1
"ASV1871",0,0,0,0,0,0,1
"ASV1872",0,0,0,0,0,0,1
"ASV1873",0,0,1,0,0,0,0
"ASV1874",0,0,0,1,0,0,0
"ASV1875",0,0,0,0,0,0,1
"ASV1876",0,0,1,0,0,0,0
"ASV1879",0,0,0,0,1,0,0
"ASV188",0,0,0,0,1,0,0
"ASV1880",1,0,0,0,0,0,0
"ASV1881",1,0,0,0,0,0,0
"ASV1882",0,0,1,0,0,0,0
"ASV1884",0,0,0,1,0,0,0
"ASV1886",0,0,0,0,1,0,0
"ASV1887",0,0,1,0,0,0,0
"ASV1889",0,0,0,0,1,0,0
"ASV1892",1,0,0,0,0,0,0
"ASV1893",0,0,0,0,0,1,0
"ASV1894",1,0,0,0,0,0,0
"ASV1898",0,0,0,1,0,0,0
"ASV190",0,0,0,0,0,1,0
"ASV1903",0,0,0,0,0,0,1
"ASV1904",0,0,0,0,0,1,1
"ASV1905",0,0,0,0,0,0,1
"ASV1906",1,0,1,1,0,1,1
"ASV1907",0,0,0,0,0,0,1
"ASV1908",0,0,0,0,0,0,1
"ASV1909",0,0,1,0,0,0,0
"ASV191",0,0,0,0,0,1,1
"ASV1910",1,0,1,1,0,1,0
"ASV1911",1,1,1,1,1,1,1
"ASV1912",1,1,1,1,1,1,1
"ASV1913",0,0,0,0,1,0,0
"ASV1914",0,0,0,0,1,0,0
"ASV1915",1,1,0,1,1,1,0
"ASV1916",0,0,0,0,1,0,0
"ASV1917",1,1,0,1,0,1,1
"ASV1918",0,0,0,0,1,0,0
"ASV1919",0,0,0,0,1,0,0
"ASV1920",1,1,1,1,1,1,1
"ASV1921",0,1,0,1,1,1,0
"ASV1922",0,0,0,0,1,0,0
"ASV1924",0,0,0,0,1,0,0
"ASV1928",0,0,0,0,1,0,0
"ASV1929",1,1,1,1,1,1,1
"ASV193",1,1,1,0,1,1,1
"ASV1930",0,0,0,0,1,0,0
"ASV1932",0,0,0,0,1,0,0
"ASV199",0,0,0,0,0,0,1
"ASV2",0,0,0,0,0,1,0
"ASV200",0,1,1,0,0,0,1
"ASV202",0,0,0,0,0,0,1
"ASV204",0,0,1,0,0,0,1
"ASV206",0,0,0,0,0,0,1
"ASV207",0,1,0,0,0,0,0
"ASV209",1,1,1,1,1,1,1
"ASV210",1,1,0,0,0,0,0
"ASV211",1,0,0,0,0,0,1
"ASV213",1,1,1,1,0,1,1
"ASV214",0,1,0,0,0,0,0
"ASV215",0,0,0,0,1,0,0
"ASV216",0,0,0,0,0,0,1
"ASV218",1,1,1,0,1,1,1
"ASV219",0,0,0,0,1,0,0
"ASV221",0,0,0,0,0,0,1
"ASV223",0,0,0,0,0,1,1
"ASV224",1,0,0,0,0,0,1
"ASV227",0,0,0,0,0,0,1
"ASV231",0,0,0,1,0,0,1
"ASV233",1,0,0,1,1,0,1
"ASV235",0,0,0,0,0,0,1
"ASV236",0,0,0,0,0,0,1
"ASV237",0,1,1,0,1,0,1
"ASV239",0,1,0,0,0,0,0
"ASV24",1,0,0,1,0,1,1
"ASV240",0,0,0,0,0,0,1
"ASV243",0,0,0,0,0,0,1
"ASV248",0,0,1,0,0,0,0
"ASV251",0,0,0,0,0,0,1
"ASV254",0,0,0,0,0,0,1
"ASV255",0,0,1,0,0,0,0
"ASV257",0,0,0,0,0,0,1
"ASV259",0,0,0,0,0,0,1
"ASV26",0,0,0,0,1,1,1
"ASV266",0,0,1,0,0,0,0
"ASV272",0,0,0,1,0,0,0
"ASV273",0,0,0,0,1,0,0
"ASV276",0,0,0,0,1,0,0
"ASV277",0,0,0,0,1,0,0
"ASV288",0,0,0,0,0,0,1
"ASV289",0,0,0,1,0,0,0
"ASV291",0,0,0,1,0,0,0
"ASV292",0,0,1,0,0,0,0
"ASV293",0,0,1,1,0,1,0
"ASV294",0,0,1,0,0,0,1
"ASV295",0,0,0,0,1,0,0
"ASV296",0,0,1,0,0,0,0
"ASV297",0,0,0,0,1,0,0
"ASV298",0,0,1,0,0,0,0
"ASV300",0,0,0,1,0,0,0
"ASV301",0,1,0,0,0,0,0
"ASV302",0,0,0,1,0,0,0
"ASV303",0,0,0,0,0,1,0
"ASV305",0,0,1,0,0,0,0
"ASV307",0,0,1,0,0,0,0
"ASV308",0,1,0,0,0,0,0
"ASV310",0,0,0,1,0,0,0
"ASV311",0,0,0,0,0,0,1
"ASV312",0,1,0,0,0,0,1
"ASV314",0,0,0,0,0,0,1
"ASV315",0,0,0,0,1,0,0
"ASV316",0,0,0,0,1,0,0
"ASV32",0,0,0,0,0,0,1
"ASV320",0,1,0,0,0,0,0
"ASV324",0,1,0,0,0,0,0
"ASV326",0,0,0,0,0,0,1
"ASV327",1,1,1,1,1,1,1
"ASV328",0,0,0,0,0,0,1
"ASV329",1,1,1,1,1,1,0
"ASV33",1,1,1,1,1,1,1
"ASV330",0,0,0,0,0,0,1
"ASV331",1,1,1,1,1,1,1
"ASV333",0,1,0,0,0,0,0
"ASV334",0,0,0,0,1,0,0
"ASV337",1,1,1,1,1,1,1
"ASV338",0,0,0,0,0,0,1
"ASV339",0,0,1,0,0,0,1
"ASV340",0,0,0,0,0,1,0
