"","A. koa","C. trigynum","Grass","M. polymorpha","M. lessertiana","R. hawaiensis","Soil"
"ASV1098",0,1,1,0,1,1,1
"ASV1099",0,1,0,0,0,0,0
"ASV11",0,0,0,0,1,0,0
"ASV1100",1,1,1,1,1,1,1
"ASV1102",0,0,0,1,0,0,0
"ASV1103",0,0,0,0,0,0,1
"ASV1104",1,0,1,1,0,1,0
"ASV1105",1,0,1,0,0,1,1
"ASV1106",1,0,1,0,0,1,0
"ASV1107",0,0,0,0,0,1,0
"ASV1108",1,0,1,0,0,1,1
"ASV1109",1,0,1,0,0,1,1
"ASV111",0,0,0,0,0,0,1
"ASV1110",1,0,1,0,0,1,0
"ASV1112",1,0,0,0,0,0,0
"ASV1113",1,1,1,0,1,0,0
"ASV1116",0,0,0,0,1,0,1
"ASV1118",0,0,1,0,1,1,1
"ASV1119",0,0,0,0,1,0,0
"ASV112",0,0,0,1,0,0,1
"ASV1121",0,0,0,0,0,0,1
"ASV1122",0,0,0,0,0,0,1
"ASV1124",0,0,0,0,0,0,1
"ASV1126",0,0,0,0,0,1,0
"ASV1127",0,0,1,0,0,0,0
"ASV1129",1,0,1,1,1,1,1
"ASV113",1,0,0,1,0,0,1
"ASV1132",0,0,0,1,1,1,1
"ASV1133",0,0,0,0,1,0,0
"ASV1134",1,1,1,1,1,1,1
"ASV1139",0,0,0,0,1,0,0
"ASV1140",0,0,0,0,1,0,0
"ASV1141",1,0,1,0,0,1,1
"ASV1144",1,0,0,1,0,1,1
"ASV1146",0,0,0,0,0,0,1
"ASV1147",0,0,0,0,0,1,0
"ASV1148",0,0,0,1,0,0,0
"ASV115",0,0,0,0,0,1,0
"ASV1150",0,0,0,0,0,0,1
"ASV1151",1,0,0,0,0,0,1
"ASV1152",0,0,0,0,0,0,1
"ASV1153",0,0,1,0,0,0,0
"ASV1155",0,0,0,0,0,0,1
"ASV1157",1,0,0,0,0,1,1
"ASV1158",1,0,1,0,0,0,1
"ASV1159",0,0,0,0,0,0,1
"ASV1160",1,0,0,0,1,0,1
"ASV1161",0,0,0,0,1,0,0
"ASV1162",0,0,1,0,0,0,0
"ASV1164",1,0,0,0,0,0,0
"ASV1166",1,0,0,0,0,1,1
"ASV1167",1,0,0,0,0,0,0
"ASV1169",1,0,1,0,0,1,1
"ASV117",0,0,0,0,0,1,0
"ASV1170",0,0,0,0,0,0,1
"ASV1172",1,0,1,0,1,1,1
"ASV1173",1,0,1,0,0,1,1
"ASV1174",1,0,1,0,0,0,1
"ASV1175",0,0,0,0,0,0,1
"ASV1178",1,0,0,0,0,0,1
"ASV1179",0,0,0,0,0,0,1
"ASV118",0,0,0,0,0,0,1
"ASV1180",0,0,1,1,1,1,1
"ASV1181",0,0,1,0,1,1,1
"ASV1183",0,0,0,0,0,1,0
"ASV1184",1,0,1,0,1,0,0
"ASV1185",1,0,0,0,0,0,1
"ASV1186",0,1,0,0,0,0,0
"ASV1187",0,0,0,0,1,0,0
"ASV1188",0,0,1,0,0,0,0
"ASV1189",0,0,0,1,0,0,0
"ASV119",0,0,0,0,0,0,1
"ASV1190",0,0,0,0,1,0,0
"ASV1193",0,0,1,0,0,0,0
"ASV1199",0,0,0,0,1,0,0
"ASV12",0,1,0,0,0,0,0
"ASV120",0,0,0,0,1,0,1
"ASV1200",0,0,1,0,0,0,0
"ASV1201",1,0,0,0,0,0,0
"ASV1202",1,1,1,1,1,1,1
"ASV1203",1,0,0,0,0,0,0
"ASV1204",0,0,1,0,0,0,0
"ASV1205",1,0,0,0,0,0,0
"ASV1208",0,0,1,0,0,0,0
"ASV1209",0,0,0,0,0,1,0
"ASV121",0,0,0,0,1,0,1
"ASV1210",0,1,0,0,0,0,0
"ASV1211",0,0,0,0,0,1,0
"ASV1212",1,1,1,1,1,1,1
"ASV1213",0,1,0,0,0,0,0
"ASV1215",0,0,0,0,1,0,0
"ASV1217",0,0,1,0,0,0,0
"ASV1219",0,0,0,0,1,0,0
"ASV122",1,0,0,1,0,1,1
"ASV1220",0,0,0,1,1,0,1
"ASV1221",0,0,0,0,1,0,0
"ASV1222",0,0,1,1,1,0,1
"ASV1223",0,1,0,0,0,0,0
"ASV1224",0,0,0,0,1,0,0
"ASV1225",0,0,0,0,1,0,0
"ASV1226",0,0,0,0,0,0,1
"ASV1227",1,0,0,0,0,0,1
"ASV1228",0,0,0,0,1,0,1
"ASV1231",0,0,0,0,1,0,0
"ASV1233",1,0,0,0,0,0,1
"ASV1234",1,1,0,0,1,1,1
"ASV1235",0,0,0,0,0,0,1
"ASV1236",0,0,0,1,0,0,0
"ASV1238",0,0,0,1,0,0,0
"ASV124",0,0,0,1,0,0,1
"ASV1240",0,0,0,0,1,0,0
"ASV1247",0,0,0,0,1,0,0
"ASV1249",1,0,1,0,0,1,1
"ASV125",0,1,0,0,0,0,0
"ASV1250",0,0,0,0,0,0,1
"ASV1252",0,0,1,0,0,0,0
"ASV1254",0,0,0,0,0,0,1
"ASV1255",0,0,0,0,0,0,1
"ASV1256",0,0,0,0,1,0,0
"ASV1257",0,0,0,0,0,0,1
"ASV1258",0,0,0,0,0,0,1
"ASV126",0,0,0,0,0,0,1
"ASV1260",0,0,0,0,0,0,1
"ASV1261",0,0,0,0,0,0,1
"ASV1262",0,0,0,0,0,0,1
"ASV1263",0,0,0,0,0,0,1
"ASV1264",0,0,0,0,1,0,0
"ASV1265",0,0,1,0,0,0,0
"ASV1266",0,0,1,0,0,1,1
"ASV1267",0,0,0,0,1,0,0
"ASV1269",0,0,0,0,0,0,1
"ASV127",0,0,0,0,1,0,0
"ASV1277",0,0,0,1,0,0,0
"ASV1279",1,0,0,0,0,0,0
"ASV128",0,1,1,1,0,0,1
"ASV1281",0,0,0,0,1,0,0
"ASV1282",1,0,0,0,0,0,0
"ASV1283",1,0,0,0,0,0,0
"ASV1284",1,0,0,0,0,1,1
"ASV1285",0,0,0,0,1,0,0
"ASV1286",0,0,0,0,1,0,0
"ASV1287",1,0,1,0,0,0,1
"ASV1288",0,0,0,0,1,0,0
"ASV1289",1,0,1,0,1,0,1
"ASV129",0,0,0,0,0,0,1
"ASV1290",0,0,0,1,0,0,0
"ASV1291",0,0,0,0,1,0,0
"ASV1293",1,1,1,1,0,1,1
"ASV1295",0,0,0,0,1,0,0
"ASV1296",0,0,0,0,0,0,1
"ASV1297",1,0,0,0,0,0,0
"ASV1299",0,0,0,0,1,0,0
"ASV130",0,0,0,0,1,0,0
"ASV1301",0,0,0,0,1,0,0
"ASV1305",0,1,0,0,0,0,0
"ASV1307",0,0,0,0,1,0,0
"ASV1310",0,0,0,0,0,0,1
"ASV1316",1,0,0,0,0,1,0
"ASV1317",0,0,0,0,1,0,0
"ASV1318",1,0,0,0,0,0,0
"ASV1319",0,0,0,0,0,0,1
"ASV1320",1,1,1,1,1,1,1
"ASV1322",0,0,0,0,0,0,1
"ASV1323",0,0,0,0,1,0,0
"ASV1327",0,0,1,0,0,0,0
"ASV1328",0,0,0,0,1,0,0
"ASV1329",0,0,0,0,1,0,0
"ASV1330",0,0,0,0,1,0,0
"ASV1331",0,0,0,0,1,0,0
"ASV1333",0,0,0,0,1,0,0
"ASV1334",0,1,0,0,0,0,0
"ASV1335",1,0,0,0,0,0,0
"ASV1336",0,0,0,0,1,0,0
"ASV1339",0,0,0,0,1,0,0
"ASV1342",0,0,1,0,1,1,1
"ASV1343",0,0,1,0,1,1,0
"ASV1344",0,0,1,0,0,1,1
"ASV1346",0,0,1,0,0,1,1
"ASV1347",0,0,1,0,1,1,0
"ASV1348",0,0,1,0,1,1,1
"ASV1349",0,0,1,0,0,1,1
"ASV135",1,0,0,0,0,0,0
"ASV1351",0,0,0,0,1,0,0
"ASV1352",0,0,1,0,1,0,1
"ASV1353",1,0,0,0,1,0,0
"ASV1354",0,0,0,0,1,0,0
"ASV1355",0,0,0,0,1,0,0
"ASV1360",1,0,1,1,1,1,1
"ASV1361",0,0,0,0,0,1,0
"ASV1362",0,0,1,0,0,0,0
"ASV1366",0,0,0,0,1,0,0
"ASV1367",1,1,1,1,0,1,1
"ASV1368",1,0,1,0,1,1,1
"ASV1369",0,0,0,1,0,0,0
"ASV137",0,0,1,0,0,0,0
"ASV1373",0,0,1,0,0,1,1
"ASV1374",0,1,0,0,0,0,0
"ASV1375",0,0,1,0,0,1,1
"ASV1376",1,0,1,0,1,1,1
"ASV1378",0,0,0,0,0,1,0
"ASV1379",1,0,0,0,0,0,0
"ASV138",0,0,0,0,0,0,1
"ASV1380",0,0,0,0,1,0,0
"ASV1383",0,0,1,0,0,0,1
"ASV1384",0,0,1,0,0,1,1
"ASV1385",0,0,1,0,0,0,0
"ASV1386",1,0,1,0,0,1,1
"ASV1389",1,0,0,0,0,0,0
"ASV139",0,1,1,1,0,1,1
"ASV1390",1,0,1,0,0,1,0
"ASV1391",0,0,1,0,0,0,1
"ASV1392",0,0,0,0,1,0,0
"ASV1393",0,0,1,0,0,1,1
"ASV1394",0,0,1,0,0,1,0
"ASV1395",0,0,1,0,0,0,0
"ASV1397",0,0,0,0,1,0,0
"ASV1398",1,0,1,0,0,1,0
"ASV140",0,0,0,0,0,0,1
"ASV1400",0,0,1,0,0,0,0
"ASV1402",1,0,0,1,0,0,1
"ASV1404",1,1,1,1,1,1,1
"ASV1405",0,0,1,0,0,0,0
"ASV1406",0,0,1,0,0,0,1
"ASV1407",0,0,1,0,0,0,0
"ASV1409",0,0,0,0,1,0,0
"ASV141",0,0,0,0,0,0,1
"ASV1410",0,0,1,0,0,0,0
"ASV1411",1,0,1,0,0,1,0
"ASV1416",0,0,1,0,0,0,0
"ASV1417",0,0,0,0,0,0,1
"ASV1418",0,0,0,0,1,0,0
"ASV142",0,0,0,0,0,0,1
"ASV1420",0,0,0,0,1,0,0
"ASV1423",1,0,1,1,0,1,1
"ASV1424",0,0,0,0,0,0,1
"ASV1425",0,0,0,0,0,0,1
"ASV1428",1,0,1,0,0,0,1
"ASV143",0,0,0,0,0,0,1
"ASV1430",0,0,0,0,1,0,0
"ASV1431",1,0,0,0,0,0,1
"ASV1432",0,0,1,0,0,0,0
"ASV1434",0,0,0,1,0,0,0
"ASV1435",0,0,0,0,1,0,0
"ASV1437",0,0,1,0,0,0,0
"ASV1438",1,0,1,1,1,1,1
"ASV1439",1,1,1,1,1,1,1
"ASV144",0,0,1,0,0,0,0
"ASV1441",0,0,0,1,0,0,0
"ASV1442",0,0,0,0,0,1,0
"ASV1443",1,1,0,1,0,0,0
"ASV1444",1,1,1,1,1,1,0
"ASV1445",1,1,1,1,1,0,0
"ASV1447",0,0,0,0,0,1,0
"ASV1448",1,1,1,1,1,1,1
"ASV145",0,0,1,0,0,0,0
"ASV1450",0,0,0,0,1,0,0
"ASV1451",1,1,1,1,1,0,0
"ASV1452",1,0,0,0,0,1,1
"ASV1453",1,1,1,1,1,1,1
"ASV1454",0,0,0,0,0,1,0
"ASV1456",0,1,0,0,0,0,0
"ASV1458",1,0,1,1,0,1,1
"ASV146",0,0,0,0,1,0,1
"ASV1460",0,0,0,1,0,0,0
"ASV1461",0,0,0,1,0,0,0
"ASV1462",0,0,1,0,0,0,0
"ASV1463",0,0,0,1,0,0,0
"ASV1464",0,0,1,0,0,0,0
"ASV1465",0,1,0,0,0,0,0
"ASV1466",0,0,0,0,0,1,0
"ASV1468",0,0,0,0,0,1,0
"ASV1469",0,0,0,0,1,0,0
"ASV147",0,0,0,0,0,0,1
"ASV1470",0,0,0,1,0,0,0
"ASV1471",1,0,0,0,0,0,0
"ASV1472",0,1,0,0,0,0,0
"ASV1473",0,1,0,0,0,0,0
"ASV1474",0,1,0,0,0,0,0
"ASV1475",0,1,0,0,0,0,0
"ASV1476",0,1,0,0,0,0,0
"ASV1477",0,0,1,0,0,0,0
"ASV1478",1,0,0,0,0,0,0
"ASV1479",0,0,1,0,1,0,0
"ASV148",0,0,0,0,0,0,1
"ASV1480",0,0,0,0,1,0,0
"ASV1482",0,1,0,0,0,0,0
"ASV1483",0,1,0,0,0,1,0
"ASV1484",0,0,1,0,0,0,0
"ASV1485",0,0,0,1,0,0,0
"ASV1486",0,1,0,0,0,0,0
"ASV1489",0,0,0,1,0,0,0
"ASV149",0,0,0,0,1,0,0
"ASV1491",0,0,0,0,0,1,0
"ASV1497",0,0,0,0,1,0,0
"ASV1498",0,0,0,1,0,0,0
"ASV1499",1,0,0,0,0,0,0
"ASV15",0,0,0,0,0,1,0
"ASV150",0,0,0,0,0,0,1
"ASV1500",1,0,0,0,0,0,0
"ASV1510",0,0,0,0,1,0,0
"ASV1513",0,0,0,0,0,0,1
"ASV1514",0,0,0,0,1,0,0
"ASV1516",0,0,0,1,0,0,0
"ASV1517",0,0,0,1,0,0,0
"ASV1518",0,0,0,0,1,0,0
"ASV1519",1,0,0,0,0,0,0
"ASV1520",1,0,0,1,0,0,0
"ASV1521",0,1,0,0,0,0,0
"ASV1522",0,1,0,0,0,0,0
"ASV1526",0,0,1,0,0,0,0
"ASV1528",0,0,0,0,1,0,0
"ASV1529",0,0,1,0,0,0,0
"ASV153",0,0,0,0,0,0,1
"ASV1530",0,0,1,0,0,0,0
"ASV1531",0,0,0,0,0,0,1
"ASV1532",0,0,1,0,0,0,0
"ASV1534",1,0,0,0,0,0,0
"ASV1535",0,0,0,0,1,0,0
"ASV1537",0,0,0,1,0,0,0
"ASV1539",0,0,0,0,1,0,0
"ASV154",0,0,0,1,0,0,0
"ASV1540",0,0,0,0,1,0,0
"ASV1542",0,0,0,0,0,1,0
"ASV1543",0,0,0,0,0,1,0
"ASV1544",0,0,0,1,0,0,0
"ASV1549",0,0,1,0,0,0,0
"ASV155",0,0,0,0,0,0,1
"ASV1550",0,0,0,0,1,0,0
"ASV1551",1,0,0,0,0,0,0
"ASV1552",1,0,0,0,0,0,0
"ASV1554",0,0,0,0,1,0,0
"ASV156",0,0,0,0,0,0,1
"ASV1560",0,0,0,0,0,0,1
"ASV1561",1,0,1,1,0,1,1
"ASV1562",1,0,1,0,0,1,1
"ASV1563",1,0,0,0,0,0,0
"ASV1564",1,0,1,1,0,1,1
"ASV1566",1,1,0,1,0,0,1
"ASV1567",1,0,0,0,0,0,0
"ASV1568",0,1,0,0,0,1,0
"ASV1569",0,0,0,0,0,0,1
"ASV1570",0,0,0,0,0,0,1
"ASV1571",1,1,1,1,1,1,1
"ASV1572",1,1,1,1,1,1,1
"ASV1575",0,0,1,0,0,0,0
"ASV1576",1,0,0,0,0,0,0
"ASV1577",0,1,0,0,0,0,0
"ASV1578",0,0,1,0,0,0,0
"ASV1579",0,1,0,0,0,0,0
"ASV1580",0,0,0,0,1,0,0
"ASV1581",1,1,0,1,1,1,1
"ASV1582",0,0,0,0,1,0,0
"ASV1583",1,1,0,1,1,0,1
"ASV1585",1,1,0,1,1,0,0
"ASV1586",0,0,0,0,0,0,1
"ASV1587",1,1,0,1,1,1,1
"ASV1588",0,0,0,0,1,0,0
"ASV1589",1,1,1,1,1,1,1
"ASV1590",0,0,0,0,0,0,1
"ASV1591",0,1,0,0,0,0,0
"ASV1592",0,0,0,1,0,0,0
"ASV1594",0,0,0,1,0,0,1
"ASV1595",0,0,0,0,0,0,1
"ASV1596",1,1,0,1,0,0,1
"ASV1597",1,1,0,1,1,1,1
"ASV16",1,0,0,0,0,0,0
"ASV1600",0,0,0,0,0,0,1
"ASV1601",1,1,0,1,1,1,1
"ASV1603",0,0,0,0,1,0,0
"ASV1604",0,0,0,0,1,0,0
"ASV1605",0,0,1,0,0,0,0
"ASV1606",0,0,1,0,0,0,0
"ASV1608",0,0,0,0,1,0,0
"ASV1609",0,0,0,0,0,0,1
"ASV1610",1,1,0,1,1,1,1
"ASV1611",1,1,0,1,0,0,1
"ASV1612",0,0,0,0,0,0,1
"ASV1613",1,0,0,0,0,0,1
"ASV1614",0,0,0,1,1,0,1
"ASV1616",0,0,1,0,0,0,0
"ASV1617",0,0,0,0,0,0,1
"ASV1618",0,1,0,0,1,0,1
"ASV1619",0,0,0,1,0,0,1
"ASV162",0,0,0,0,0,0,1
"ASV1621",0,0,0,0,1,0,0
"ASV1623",0,0,0,0,1,0,0
"ASV1624",0,0,0,0,0,0,1
"ASV1626",0,0,0,0,0,0,1
"ASV1627",0,1,0,0,0,0,1
"ASV1628",0,1,0,0,0,0,1
"ASV1629",0,0,0,1,0,0,1
"ASV163",1,0,0,0,0,0,0
"ASV1631",0,0,0,0,0,0,1
"ASV1632",0,1,0,0,0,0,1
"ASV1633",0,0,0,1,0,0,1
"ASV1634",0,0,0,0,1,0,0
"ASV1635",1,0,0,0,0,0,0
"ASV1637",0,0,0,1,0,0,0
"ASV1638",1,0,1,0,0,0,1
"ASV164",1,0,0,0,0,0,0
"ASV1640",0,0,0,0,0,0,1
"ASV1641",1,0,1,0,0,0,1
"ASV1644",1,0,0,0,1,1,1
"ASV1646",0,0,1,0,0,0,1
"ASV1647",0,0,0,0,0,0,1
"ASV1649",0,0,0,0,0,0,1
"ASV1650",0,0,0,0,0,1,0
"ASV1651",0,0,0,0,0,0,1
"ASV1652",1,0,0,0,0,1,0
"ASV1653",1,0,0,1,1,1,1
"ASV1654",1,0,0,0,0,0,1
"ASV1656",0,0,0,0,0,1,0
"ASV1657",0,0,1,0,0,0,0
"ASV1658",1,0,1,1,0,1,1
"ASV1659",0,0,1,0,0,0,0
"ASV166",0,0,0,0,1,0,0
"ASV1660",0,0,0,1,0,0,0
"ASV1661",1,0,1,1,1,1,1
"ASV1662",0,0,0,0,0,0,1
"ASV1663",1,1,0,1,0,1,1
"ASV1664",1,0,0,1,1,1,1
"ASV1665",1,0,0,0,0,1,0
"ASV1666",0,0,0,1,0,0,0
"ASV1667",1,0,0,1,1,1,1
"ASV1668",0,0,0,0,0,0,1
"ASV1669",0,0,0,0,0,0,1
"ASV167",0,0,0,0,1,0,0
"ASV1671",0,0,0,0,1,0,0
"ASV1672",1,1,1,0,1,0,1
"ASV1673",1,0,0,1,0,0,1
"ASV1677",0,1,0,0,0,0,0
"ASV1678",1,0,0,0,0,0,0
"ASV168",0,0,0,0,0,0,1
"ASV1681",1,1,1,1,1,1,1
"ASV1682",0,0,1,0,0,0,0
"ASV1683",0,0,0,0,1,0,0
"ASV1684",0,0,1,0,0,0,1
"ASV1689",0,0,1,0,0,1,1
"ASV169",0,0,0,0,1,0,1
"ASV1690",0,0,0,0,1,0,0
"ASV1692",0,0,1,0,0,0,0
"ASV1694",0,0,0,0,0,0,1
"ASV1695",0,1,0,1,1,0,1
"ASV1696",0,0,0,0,0,0,1
"ASV1697",0,1,0,0,0,0,0
"ASV1699",1,0,0,0,0,0,0
"ASV17",0,0,1,0,0,0,0
"ASV170",0,0,0,0,0,0,1
"ASV1700",1,1,1,0,1,0,1
"ASV1701",1,0,0,0,0,0,0
"ASV1702",1,0,1,0,0,1,1
"ASV1703",0,0,1,0,1,0,1
"ASV1708",0,0,0,0,0,0,1
"ASV1709",0,0,0,0,1,0,0
"ASV171",0,0,0,0,1,0,0
"ASV1710",1,1,0,1,1,1,1
"ASV1711",1,0,0,0,0,0,0
"ASV1712",0,0,0,0,0,0,1
"ASV1713",0,0,0,0,0,0,1
"ASV1715",0,0,0,0,0,0,1
"ASV1716",0,0,0,0,0,0,1
"ASV1719",0,0,0,0,0,0,1
"ASV172",0,0,0,0,0,0,1
"ASV1723",1,1,0,1,1,1,1
"ASV1724",0,0,0,0,1,0,0
"ASV1726",0,0,0,0,1,0,0
"ASV1728",1,1,0,1,1,1,1
"ASV1729",0,0,0,0,0,0,1
"ASV173",0,0,0,0,1,0,0
"ASV1731",0,1,1,1,1,0,0
"ASV1733",0,0,0,0,1,0,0
"ASV1734",0,0,0,0,1,0,0
"ASV1735",1,0,0,1,1,0,1
"ASV1736",1,1,1,1,1,1,1
"ASV1737",0,0,0,0,1,0,0
"ASV1739",0,0,0,0,0,0,1
"ASV174",0,0,0,0,0,1,0
"ASV1740",1,0,1,1,1,1,1
"ASV1741",1,0,0,1,1,1,1
"ASV1742",1,0,0,1,1,1,1
"ASV1743",0,0,0,1,0,0,1
"ASV1744",0,0,0,1,0,0,1
"ASV1745",0,1,0,0,0,0,1
"ASV1746",1,0,1,1,1,1,1
"ASV1748",0,0,0,1,0,1,0
"ASV1749",0,0,0,0,0,0,1
"ASV175",0,1,0,0,0,0,1
"ASV1754",0,0,0,0,0,0,1
"ASV1755",0,0,0,0,0,0,1
"ASV1756",0,0,1,0,0,0,0
"ASV1757",0,0,0,1,0,0,0
"ASV1758",0,1,0,0,0,0,0
"ASV1759",0,0,0,1,1,0,1
"ASV176",0,0,0,0,0,0,1
"ASV1760",1,0,1,1,1,1,1
"ASV1761",0,0,0,0,0,0,1
"ASV1763",0,1,1,1,1,0,1
"ASV1765",1,0,0,0,0,0,0
"ASV1766",1,0,0,0,0,0,1
"ASV1767",0,0,0,0,0,0,1
"ASV1768",0,0,0,0,1,0,0
"ASV1769",0,0,0,0,0,0,1
"ASV1770",0,0,0,0,0,0,1
"ASV1772",1,0,0,0,0,0,0
"ASV1777",1,0,0,0,0,0,1
"ASV1778",0,0,0,0,0,1,1
"ASV178",0,0,0,1,0,0,0
"ASV1781",0,0,0,0,1,1,1
"ASV1782",0,0,0,0,0,0,1
"ASV1783",0,0,0,0,1,0,0
"ASV1784",1,0,0,0,0,0,0
"ASV1787",0,0,0,0,0,1,0
"ASV179",0,1,1,0,1,0,1
"ASV1790",1,0,0,0,0,0,1
"ASV1794",0,0,0,0,0,0,1
"ASV1795",0,0,0,0,0,0,1
"ASV1796",0,0,0,0,0,0,1
"ASV1797",0,0,0,0,0,0,1
"ASV1798",0,0,0,0,0,0,1
"ASV180",1,0,0,0,0,0,0
"ASV1801",0,0,0,0,0,0,1
"ASV1802",0,0,0,0,0,0,1
"ASV1803",0,0,0,0,0,0,1
"ASV1804",1,0,0,1,0,0,0
"ASV1805",1,0,1,0,1,1,1
"ASV1806",0,0,0,0,1,0,0
"ASV1809",0,0,0,0,0,1,0
"ASV181",0,0,1,0,0,0,0
"ASV1810",1,1,1,1,1,1,1
"ASV1811",0,0,0,0,0,1,0
"ASV1812",1,1,1,1,1,1,1
"ASV1814",0,0,0,1,0,0,0
"ASV1817",1,1,1,1,1,1,1
"ASV1819",0,0,0,0,1,0,0
"ASV182",0,0,0,0,0,1,0
"ASV1821",0,0,0,0,0,0,1
"ASV1825",1,0,0,0,0,0,0
"ASV1826",0,0,0,0,1,0,0
"ASV1828",0,0,0,0,1,0,0
"ASV183",0,0,0,0,1,0,0
"ASV1830",1,0,0,0,0,0,0
"ASV1835",1,0,0,0,0,0,0
"ASV1838",0,0,0,1,0,0,0
"ASV1844",1,0,0,0,0,0,0
"ASV1846",0,0,0,0,0,1,0
"ASV185",0,0,0,0,1,0,0
"ASV1851",1,0,0,0,0,0,0
"ASV1852",0,0,0,0,0,1,0
"ASV1856",1,0,0,0,0,0,0
"ASV1857",0,0,1,0,0,0,0
"ASV1858",0,0,0,0,0,0,1
"ASV186",1,1,1,1,1,1,1
"ASV1860",1,0,0,0,0,0,0
"ASV1861",0,0,1,0,0,0,0
"ASV1863",0,0,1,0,0,0,0
"ASV1866",0,0,0,0,1,0,0
"ASV1868",0,0,0,0,0,0,1
"ASV1869",0,0,0,0,0,0,1
"ASV1877",0,0,0,0,0,1,0
"ASV1878",0,0,1,0,0,0,0
"ASV1885",0,0,0,1,0,0,0
"ASV1888",0,0,0,0,0,1,0
"ASV1890",0,0,0,0,1,0,0
"ASV1895",1,0,0,0,0,0,0
"ASV1896",0,0,1,0,0,0,0
"ASV1897",0,0,0,0,1,0,0
"ASV1899",0,0,0,0,0,0,1
"ASV19",0,0,0,1,0,0,0
"ASV1902",0,0,0,0,1,0,0
"ASV1906",1,0,0,0,0,1,1
"ASV1907",0,0,0,0,0,0,1
"ASV191",0,0,0,0,0,0,1
"ASV1910",1,0,0,0,0,1,1
"ASV1911",1,1,1,1,1,1,1
"ASV1912",1,0,1,1,1,1,1
"ASV1915",1,0,0,1,0,0,1
"ASV1917",0,0,0,0,0,1,1
"ASV192",1,0,0,0,0,0,0
"ASV1920",1,1,1,1,1,1,1
"ASV1923",0,0,0,0,0,1,0
"ASV1925",0,0,0,0,1,0,0
"ASV1926",0,0,0,0,1,0,0
"ASV1927",0,0,0,0,1,0,0
"ASV1929",1,1,1,1,1,1,1
"ASV193",1,0,1,1,1,1,1
"ASV1931",0,0,0,0,0,0,1
"ASV194",0,0,0,0,0,1,0
"ASV195",1,0,0,0,0,0,0
"ASV197",0,0,1,0,0,0,0
"ASV198",1,0,0,0,0,0,0
"ASV199",0,0,1,0,0,0,1
"ASV20",0,0,0,0,1,0,0
"ASV200",0,0,1,0,0,0,1
"ASV201",1,0,1,0,0,0,1
"ASV202",1,1,1,1,0,0,1
"ASV203",0,0,1,0,0,0,0
"ASV205",0,0,0,0,0,0,1
"ASV207",1,1,0,0,0,1,1
"ASV208",0,0,1,0,0,0,1
"ASV209",1,1,1,0,1,0,1
